"ID","Team","Title","Description","Status","Estimate","Priority","Project ID","Project","Creator","Assignee","Labels","Cycle Number","Cycle Name","Cycle Start","Cycle End","Created","Updated","Started","Triaged","Completed","Canceled","Archived","Due Date","Parent issue","Initiatives","Project Milestone ID","Project Milestone","SLA Status","UUID","Time in status (minutes)","Related to","Blocked by","Duplicate of"
"DRP-30","DRP_02","Iteration 4: Float an idea (anonymous, collaborative, open-ended floating)","M3 iteration-4 feature, from the three iteration interviews (Felicity / Tom / Luca+Nathan). Root problem they all hit: starting a plan carries social risk (""no one wants to say yes first""), which kills meetups before they exist. This attacks the front of the funnel.

**What ships (one feat/ branch, feat/float-an-idea -> PR into dev):**

* A ""Float an idea"": any member floats a loose idea, always unsigned (no names shown) and ownerless. Two collaborative chip axes - IDEA (fused what+where) and TIME (loose bands). Any member adds chips and one-tap +1. Exact +1 counts visible (momentum), identities hidden.
* A +1 is interest, not commitment. Deadline-only convergence (lazy-settle + staleness clamp). Hybrid tip: clear idea+time (2+ backers on a band) -> blind moment; hot idea, unresolved time -> short collecting round; cold -> fizzle.
* Create-flow overhaul: ""+ New"" -> ""how pinned down?"" dial (Float / Rough / Set), focused multi-step wizard (merges options+fuzzy into Rough, readable weekdays, drops quick-pick presets). Dashboard ""Brewing"" zone.
* Push assumed (the only blocker is the GBP99 Apple licence) - notification flows built on the local scaffold, faked, behind a seam for real push.

**Architecture:** reuse the events table (new ""floating"" phase + isAnonymous flag) rather than parallel tables - cleaner anonymity hand-off. reconcileFloat is a pure function so AWS Bedrock can later replace it (smart reconciliation / sparse-float seeding).

**Accepted risks (MVP):** small-group count leak (honest ""no names"" copy + min-heat>=2), free-text chip fragmentation (client dedup; semantic = future Bedrock), anonymous spam (createdByUserId kept server-side for accountability).

**Deferred:** heat-based early tipping, Bedrock reconciler/seeder, light chat integration, semantic chip dedup.

Plan doc: /Users/gong/.claude/plans/docs-drp-context-interviews-m3-intervie-delegated-newt.md","Done",,"No priority",,,"gonglx8@gmail.com",,"",,,,,"Tue Jun 02 2026 20:36:02 GMT+0000 (GMT+00:00)","Thu Jun 04 2026 12:54:47 GMT+0000 (GMT+00:00)","Tue Jun 02 2026 20:36:02 GMT+0000 (GMT+00:00)",,"Wed Jun 03 2026 00:08:09 GMT+0000 (GMT+00:00)",,,,,"",,,,"61d0e980-c3b6-48e5-a347-306bda3e3e63",17951,"DRP-41",,
"DRP-31","DRP_02","Isolated dev deployment (web + backend) mirroring main","Stand up a second, isolated deployment for the `dev` branch - web frontend (Vercel Preview) + backend (AWS App Runner) + its own RDS Postgres - mirroring the prod (`main`) stack, so in-flight work can be exercised at a stable URL without touching prod.

## Why isolation (not dev web -> prod backend)

The web build bakes `EXPO_PUBLIC_API_URL` at build time, and `dev` is currently 8 commits ahead of `main` with a new migration (`0004_parched_rage.sql`) and changed API contract (new `routers/floats.ts`, `schema.ts`, `packages/shared`). Dev's frontend would call procedures/columns prod doesn't have yet and break. So dev needs its own backend + DB.

## Plan

Mirror the prod AWS stack (set up originally by `infra/aws-deploy.sh`).

**Reused (no new resource):** default VPC + subnets, ECR repo `bethere-api` (separate `:dev` tag), IAM pull role `bethere-apprunner-ecr-role`, VPC connector `bethere-vpc-conn`, RDS SG `bethere-rds-sg`.

**New AWS resources (\~$15-25/mo):**

* RDS `bethere-db-dev` (db.t4g.micro, pg 16.14, SG bethere-rds-sg, subnet group bethere-subnets)
* App Runner `bethere-api-dev` (image bethere-api:dev, 0.5vCPU/1GB, env mirrors prod with dev DATABASE_URL + fresh ADMIN_RESET_TOKEN)

**Repo changes (to** `dev`**):**

* `vercel.json` - un-gate `dev` in ignoreCommand
* `.github/workflows/deploy-api-dev.yml` - push `:dev` tag on push to dev
* `infra/aws-deploy-dev.sh` - reproducible provisioning record
* `docs/runbook-deploy.md` - dev stack section
* Broaden `bethere-ci` IAM policy to `service/bethere-api*/*`

**Vercel:** Preview-scoped env (EXPO_PUBLIC_API_URL -> dev API, CLERK publishable key, DEV_AUTH=1).

## Verification

* `curl https://<dev-url>/trpc/health` -> ok; a `floats.*` proc responds (proves :dev image)
* dev DB isolated from prod; prod web + API untouched
* push to dev triggers deploy-api-dev.yml; Vercel dev Preview loads against dev API","Done",,"No priority",,,"gonglx8@gmail.com",,"",,,,,"Wed Jun 03 2026 13:32:35 GMT+0000 (GMT+00:00)","Wed Jun 03 2026 13:51:21 GMT+0000 (GMT+00:00)","Wed Jun 03 2026 13:32:35 GMT+0000 (GMT+00:00)",,"Wed Jun 03 2026 13:51:21 GMT+0000 (GMT+00:00)",,,,,"",,,,"be2887cd-78f0-49c3-afb2-444216427d3e",17128,,,
"DRP-32","DRP_02","Lock-in deadline + bounded additions for flexible plans","Make the lock-in deadline logically correct and good UX for non-exact (options/fuzzy) plans, and bound member-added times.

DONE on `dev` (6 commits, 332f06b..cd10d8d). Spec: docs/superpowers/specs/2026-06-03-lockin-deadline-bounded-additions-design.md; plan: docs/superpowers/plans/2026-06-03-lockin-deadline-bounded-additions.md.

What shipped:

* Two intent-named defaults in packages/shared/src/logic/lock.ts: defaultLockAtForOptions (lead = clamp(T/3, MOMENT, 1 day) before earliest) and defaultLockAtForWindow (react = clamp(span/3, 2h, 3 days) from now), replacing the single naive defaultLockAt.
* addCandidateHorizon helper bounding member-added times (fuzzy: window's last slot; options: latest + min(span, 2 days)).
* events router: per-mode create default, override bound tightened to anchor - moment, bounded addCandidate (+ empty-spread guard), settleFloating anchored to last slot.
* floats router: tip default anchored to window's last slot.
* mobile: mirrored defaultLockAtForOptions + addCandidateHorizon; add-time picker bounded \[lockAt, horizon\] via new maximumDate support threaded through DateTimeField/Pill.

Verification: lint clean (92 files), typecheck clean (3 pkgs), tests pass (shared 44, api 14, mobile 5). Note: aggregate `pnpm test` does not self-exit due to a pre-existing mobile jest open-handle issue (tests pass, jest just does not terminate) - run per-package.

Out of scope (follow-up): moment duration relative to the event - the blind moment still opens at lockAt and runs \~1h regardless of how far the event is.","Done",,"No priority",,,"gonglx8@gmail.com",,"",,,,,"Wed Jun 03 2026 13:49:10 GMT+0000 (GMT+00:00)","Wed Jun 03 2026 15:14:34 GMT+0000 (GMT+00:00)","Wed Jun 03 2026 13:49:10 GMT+0000 (GMT+00:00)",,"Wed Jun 03 2026 15:11:23 GMT+0000 (GMT+00:00)",,,,,"",,,,"53d03b0c-2bb0-431d-9db5-3e4d4d272169",17048,"DRP-40",,
"DRP-33","DRP_02","Code-quality refactor pass (2026-06-03)","Automated, adversarially-verified code-quality pass over the whole repo (excl `archive/`), run via the new `/simplify-refactor` command on 2026-06-03.

**No code was changed** - this is a prioritized, verified cleanup plan. Full report with before/after sketches per item: `docs/refactor/2026-06-03-refactor-report.md`.

## How it was produced

82 parallel reviewers (7 lenses: duplication, abstraction, component-reuse, naming, complexity, dead-code, consistency) -> cross-cutting sweep -> triage/cluster -> adversarial verification (each cluster handed to a skeptic told to refute it). \~171 agents total. **359 raw findings -> 43 clusters -> 39 verified** (4 refuted and dropped).

## Themes (see sub-issues)

* Shared UI / design-system reuse - 11 items
* API router dedup & structure - 10 items
* Type chain & shared schemas - 6 items
* Dead code & defensive pruning - 5 items
* Formatting & shared utils - 4 items
* Shared React hooks - 3 items

## Suggested quick wins to start

* Consolidate date/time formatting into one home (`consolidate-datetime-string-formatting`)
* Extract shared loading / error / not-found screen states (`extract-shared-screen-states`)
* Remove dead code (`remove-dead-api-format-ts`, `prune-dead-exports-props-mobile-lib-ui`, `remove-dead-components-and-findlinchpins`)

Apply low-risk items automatically with `/simplify-refactor apply`, or pick them off by hand. Each sub-issue carries its cluster checklist; the report carries full detail + sketches per cluster.","Done",,"Medium",,,"gonglx8@gmail.com",,"Improvement",,,,,"Wed Jun 03 2026 15:07:02 GMT+0000 (GMT+00:00)","Tue Jun 09 2026 11:22:04 GMT+0000 (GMT+00:00)","Wed Jun 03 2026 16:47:05 GMT+0000 (GMT+00:00)",,"Fri Jun 05 2026 11:53:51 GMT+0000 (GMT+00:00)",,,,,"",,,,"73eff745-a1d6-4fa0-8757-bea3d54517c9",14365,"DRP-54",,
"DRP-34","DRP_02","Refactor: Shared UI / design-system reuse (11 cleanups)","Part of [DRP-33](https://linear.app/drp-02/issue/DRP-33/code-quality-refactor-pass-2026-06-03) (2026-06-03 code-quality refactor pass). Behavior-preserving cleanups that reuse the `ui/` design system + theme tokens instead of re-implementing them in screens. Full per-item detail + before/after sketches: `docs/refactor/2026-06-03-refactor-report.md`.

Checklist (effort/risk/impact):

- [ ] **Extract shared loading / error / not-found screen states** (`extract-shared-screen-states`) - S/low/med
- [ ] **Extract a shared DrainBar component + frac/hot math** (`extract-shared-drainbar-component-and-frac-math`) - M/low/med
- [ ] **Hoist the missing-user avatar fallback colour (#8B948B) into one named constant** (`hoist-missing-user-avatar-fallback-color`) - S/low/low
- [ ] **Dedupe Dashboard ActionPanel/BrewingZone into one local SectionBand** (`dashboard-sectionband-dedup`) - S/low/low
- [ ] **Reuse SelectCheck for the opt-out checkbox and dedupe check primitives** (`reuse-selectcheck-optout`) - S/low/low
- [ ] **Extract a shared Overline/field-label text primitive** (`extract-shared-fieldlabel-primitive`) - S/low/low
- [ ] **Extract the bordered-surface input/card box (Field/DateTimeField/DateTimePill/Card)** (`extract-bordered-surface-input-card-box`) - S/low/low
- [ ] **Unify CreateWizard's two divergent Row update idioms and extract the remove badge** (`unify-createwizard-row-update-and-remove-badge`) - S/low/low
- [ ] **Extract a shared divider-row helper (and optional name-Text style) for hairline list rows** (`extract-shared-personrow-hairline-list-row`) - S/low/low
- [ ] **Consolidate avatar identity: useDisplayName hook + named API fallback constants** (`extract-shared-avatar-identity-helper`) - S/low/low
- [ ] **Replace Dashboard BigButton with the shared ui/Button (add a size variant)** (`dashboard-bigbutton-shared-button`) - S/med/low","Done",,"Medium",,,"gonglx8@gmail.com",,"Improvement",,,,,"Wed Jun 03 2026 15:07:25 GMT+0000 (GMT+00:00)","Fri Jun 05 2026 11:53:50 GMT+0000 (GMT+00:00)","Wed Jun 03 2026 16:47:05 GMT+0000 (GMT+00:00)",,"Fri Jun 05 2026 11:53:50 GMT+0000 (GMT+00:00)",,,,"DRP-33","",,,,"b8d90abe-f59c-4a3f-958b-7b633399db29",14365,,,
"DRP-35","DRP_02","Refactor: API router dedup & structure (10 cleanups)","Part of [DRP-33](https://linear.app/drp-02/issue/DRP-33/code-quality-refactor-pass-2026-06-03) (2026-06-03 code-quality refactor pass). Behavior-preserving dedup + structure cleanups in `apps/api` (mostly `routers/events.ts` and `routers/floats.ts`, the two largest backend files). Full per-item detail + sketches: `docs/refactor/2026-06-03-refactor-report.md`.

Checklist (effort/risk/impact):

- [ ] **Extract the 'best-supported else most-reacted' winner pick into shared logic** (`extract-winner-pick-shared`) - S/low/med
- [ ] **Dedupe reconcileFloat's two argmax-with-earliest-created-tiebreak loops** (`dedupe-reconcilefloat-argmax-tiebreak`) - S/low/med
- [ ] **Encapsulate the settleFloating/settleCollecting/settlePhase ordering and remove the dead chosen guard** (`encapsulate-settle-lifecycle-and-drop-dead-chosen-guard`) - S/low/med
- [ ] **Centralize group-name and user-card fallback literals into db/ accessors** (`db-accessors-fallback-extraction`) - S/low/med
- [ ] **Factor floats.ts addIdea/addTime dedup-and-vote flow and the insert+castVote block** (`refactor-floats-insert-or-bump`) - S/low/med
- [ ] **Dedupe floats.mine/get tip projection and fix the floats.mine N+1** (`DRP-floats-dedupe-tip-projection-n1`) - M/low/med
- [ ] **Factor the fetch-event -> 404 -> requireMember preamble (and dedupe requireMember)** (`refactor-loadevent-preamble-and-dedupe-requiremember`) - M/low/med
- [ ] **Extract the fizzle-and-persist block in events.ts into a single helper** (`extract-fizzle-helper-events-ts`) - S/low/low
- [ ] **Dedupe the opt-out-aware myStatus computation between mine and get** (`dedupe-mystatus-optout-mine-get`) - S/low/low
- [ ] **Unify candidate/suggestion id construction across routers and seed** (`unify-candidate-id-construction`) - S/low/low","Done",,"Low",,,"gonglx8@gmail.com",,"Improvement",,,,,"Wed Jun 03 2026 15:07:33 GMT+0000 (GMT+00:00)","Fri Jun 05 2026 11:53:54 GMT+0000 (GMT+00:00)","Wed Jun 03 2026 16:47:07 GMT+0000 (GMT+00:00)",,"Fri Jun 05 2026 11:53:54 GMT+0000 (GMT+00:00)",,,,"DRP-33","",,,,"c5479399-0adb-43c4-9e2a-a0e97a63d578",14365,,,
"DRP-36","DRP_02","Refactor: Type chain & shared schemas (6 cleanups)","Part of [DRP-33](https://linear.app/drp-02/issue/DRP-33/code-quality-refactor-pass-2026-06-03) (2026-06-03 code-quality refactor pass). Tighten the Zod-first type chain (schemas in `packages/shared` -> tRPC -> client types follow). Removes hand-redeclared types and cross-boundary naming drift. Full per-item detail + sketches: `docs/refactor/2026-06-03-refactor-report.md`.

Checklist (effort/risk/impact):

- [ ] **Move inline router input schemas into shared and extract a ByEvent base** (`refactor-shared-router-input-schemas`) - M/low/med
- [ ] **Stop re-listing the PartOfDay band values; consume the shared enum** (`floatboard-partofday-shared-enum`) - S/low/low
- [ ] **Source seed-data types from shared schemas instead of redeclaring them** (`DRP-seed-types-from-shared`) - S/low/low
- [ ] **Align cross-boundary field-name drift (floatId->eventId param, band->partOfDay response, partOfDayLabel type)** (`field-name-drift-cleanup`) - S/low/low
- [ ] **Resolve schema/router type re-declarations (EventRow, VerifyFn) and small naming snags** (`DRP-schema-router-renames`) - S/low/low
- [ ] **Disambiguate RespondInput (wire) vs ResponseInput (logic) and refresh stale reveal vocabulary** (`disambiguate-response-types-and-reveal-vocab`) - M/low/low","Done",,"Low",,,"gonglx8@gmail.com",,"Improvement",,,,,"Wed Jun 03 2026 15:07:40 GMT+0000 (GMT+00:00)","Fri Jun 05 2026 11:53:53 GMT+0000 (GMT+00:00)","Wed Jun 03 2026 16:47:08 GMT+0000 (GMT+00:00)",,"Fri Jun 05 2026 11:53:53 GMT+0000 (GMT+00:00)",,,,"DRP-33","",,,,"21f998fe-e390-474f-8614-5a0d3be8e2e0",14365,,,
"DRP-37","DRP_02","Refactor: Shared React hooks for data lifecycle (3 cleanups)","Part of [DRP-33](https://linear.app/drp-02/issue/DRP-33/code-quality-refactor-pass-2026-06-03) (2026-06-03 code-quality refactor pass). The screens repeat the same fetch/poll/tick/optimistic-mutate lifecycle by hand; pull the patterns into shared hooks. Highest-leverage simplification of the big screens (EventDetail 868, FloatBoard 427). Full per-item detail + sketches: `docs/refactor/2026-06-03-refactor-report.md`.

Checklist (effort/risk/impact):

- [ ] **Derive notification types from tRPC payloads and dedupe the reminder scheduling pattern** (`notifications-derive-types-dedupe-scheduling`) - S/low/med
- [ ] **Collapse the repeated busy-guard mutate-then-reload skeleton in EventDetail and FloatBoard into a local helper** (`refactor/busy-guard-runaction-helper`) - M/low/med
- [ ] **Extract shared focus-effect hooks (fetch-once lifecycle + live-clock tick/poll)** (`extract-shared-focus-effect-hooks`) - M/med/med","Done",,"Medium",,,"gonglx8@gmail.com",,"Improvement",,,,,"Wed Jun 03 2026 15:07:45 GMT+0000 (GMT+00:00)","Fri Jun 05 2026 11:53:53 GMT+0000 (GMT+00:00)","Wed Jun 03 2026 16:47:09 GMT+0000 (GMT+00:00)",,"Fri Jun 05 2026 11:53:53 GMT+0000 (GMT+00:00)",,,,"DRP-33","",,,,"e194e027-1927-48a3-be95-7eff3fa7c320",14365,,,
"DRP-38","DRP_02","Refactor: Dead code & defensive-code pruning (5 cleanups)","Part of [DRP-33](https://linear.app/drp-02/issue/DRP-33/code-quality-refactor-pass-2026-06-03) (2026-06-03 code-quality refactor pass). Pure deletions: unused exports/props/components, dead files, and redundant defensive branches. Quick, low-risk wins - good first pickups. Full per-item detail: `docs/refactor/2026-06-03-refactor-report.md`.

Checklist (effort/risk/impact):

- [ ] **Remove dead exports and props in mobile lib/ui (format helpers, HealthResult, props)** (`prune-dead-exports-props-mobile-lib-ui`) - S/low/med
- [ ] **Remove dead apps/api/src/format.ts (unused formatWhen)** (`remove-dead-api-format-ts`) - S/low/low
- [ ] **Remove fully-dead components and findLinchpins** (`remove-dead-components-and-findlinchpins`) - S/low/low
- [ ] **Remove redundant defensive code in shared logic and floats** (`remove-redundant-defensive-code-floats-shared`) - S/low/low
- [ ] **Fix stale logger scope taxonomy comment in api/index.ts/logger.ts cluster** (`api-logger-scope-comment`) - S/low/low","Done",,"Medium",,,"gonglx8@gmail.com",,"Improvement",,,,,"Wed Jun 03 2026 15:07:50 GMT+0000 (GMT+00:00)","Fri Jun 05 2026 11:53:48 GMT+0000 (GMT+00:00)","Wed Jun 03 2026 16:47:12 GMT+0000 (GMT+00:00)",,"Fri Jun 05 2026 11:53:48 GMT+0000 (GMT+00:00)",,,,"DRP-33","",,,,"75a15f47-a697-40cf-b894-d55a60f685ae",14365,,,
"DRP-39","DRP_02","Refactor: Formatting & shared utils consolidation (4 cleanups)","Part of [DRP-33](https://linear.app/drp-02/issue/DRP-33/code-quality-refactor-pass-2026-06-03) (2026-06-03 code-quality refactor pass). Collapse duplicated date/time/string formatting and magic-number time math into single homes. Contains the report's #1 ranked item. Full per-item detail + sketches: `docs/refactor/2026-06-03-refactor-report.md`.

Checklist (effort/risk/impact):

- [ ] **Consolidate date/time/string formatting into one shared home** (`consolidate-datetime-string-formatting`) - S/low/med
- [ ] **Extract the nullable msLeft countdown idiom** (`extract-nullable-msleft-countdown-idiom`) - S/low/low
- [ ] **Export and reuse window.ts addDays/atBand instead of re-rolling day-stepping** (`refactor-export-window-addDays`) - S/low/low
- [ ] **Reuse shared MOMENT_MS/DAY_MS instead of re-deriving 60*60*1000 everywhere** (`reuse-shared-moment-ms-day-ms`) - S/low/low","Done",,"Medium",,,"gonglx8@gmail.com",,"Improvement",,,,,"Wed Jun 03 2026 15:07:56 GMT+0000 (GMT+00:00)","Fri Jun 05 2026 11:53:47 GMT+0000 (GMT+00:00)","Wed Jun 03 2026 16:47:13 GMT+0000 (GMT+00:00)",,"Fri Jun 05 2026 11:53:47 GMT+0000 (GMT+00:00)",,,,"DRP-33","",,,,"837221bb-aadb-4d58-8d63-0f93dc915a37",14365,,,
"DRP-40","DRP_02","Moment duration should scale with how far away the event is","Follow-up from [DRP-32](https://linear.app/drp-02/issue/DRP-32/lock-in-deadline-bounded-additions-for-flexible-plans) (lock-in deadline work). Out of scope there; needs design thought.

## Problem

The blind ""moment"" opens at `lockAt` and runs a fixed \~1h (`momentEnd = min(lockTime + DEFAULT_MOMENT_MINUTES, chosenStartsAt)`), regardless of how far in the future the chosen event is. [DRP-32](https://linear.app/drp-02/issue/DRP-32/lock-in-deadline-bounded-additions-for-flexible-plans) made the lock-in deadline sensible, but the moment timing is still decoupled from the event:

* On a fuzzy/options plan whose winning slot is several days out, the lock can fire days before the event, so the blind, time-pressured RSVP moment opens \~1h that far ahead. The ""decide now, it's soon"" pressure that makes a moment a moment evaporates.
* Conversely the 1h floor can feel too short for a near-term plan, or mismatched when the chosen time is only a little after lock.

So the lock-in placement is now correct, but ""when does the moment run, and for how long"" is the remaining half of the same question.

## Things to think about (not decided)

* Should the moment open at `lockAt` at all, or closer to the event (e.g. a fixed lead before `chosenStartsAt`)?
* Should moment duration scale with distance-to-event, with a floor/cap?
* Interaction with exact plans (which already open the moment at creation and run until the event).
* Keep it predictable / explainable to users - same bar we held in [DRP-32](https://linear.app/drp-02/issue/DRP-32/lock-in-deadline-bounded-additions-for-flexible-plans).

## Pointers

* `apps/api/src/routers/events.ts`: `settleCollecting` (opens the moment on lock), `momentEnd` helper, `DEFAULT_MOMENT_MINUTES`, the exact-plan path in `create`.
* Design doc for context: docs/superpowers/specs/2026-06-03-lockin-deadline-bounded-additions-design.md (see its Non-goals section).","Canceled",,"No priority",,,"gonglx8@gmail.com",,"",,,,,"Wed Jun 03 2026 15:14:34 GMT+0000 (GMT+00:00)","Fri Jun 05 2026 11:54:26 GMT+0000 (GMT+00:00)",,,,"Fri Jun 05 2026 11:54:26 GMT+0000 (GMT+00:00)",,,,"",,,,"c45609d9-d05d-43fa-bcf1-b85fab6e269a",14365,"DRP-32",,
"DRP-41","DRP_02","Unified ""suggest a hangout"" flow: merge float/flexible/concrete into one votable plan","Redesign the meetup-creation workflow. Replaces the create-flow parts of the convergence model ([DRP-29](https://linear.app/drp-02/issue/DRP-29/m3-convergence-model-revamp-react-to-options-blind-timed-moment)) and the standalone float feature ([DRP-30](https://linear.app/drp-02/issue/DRP-30/iteration-4-float-an-idea-anonymous-collaborative-open-ended-floating)).

## Why

The create dial sorts by time-precision (float/rough/set), but users think in intent and start loose then harden. Luca could not map ""an afternoon meetup, just see who's free and who's down to do what"" onto any of the three. Jargon (""auto-tips"", ""spark"", ""brewing"") compounds it. Grounded in all 7 interviews + a competitive scan.

## What

One create flow, one votable plan, one board:

* A plan owns two collaborative candidate lists - **time** and **what/where** - each with **public +1 counts, names never shown**.
* Two creator checkboxes, **off by default** (group can shape it): **Lock the times**, **Lock the plan**. The old three modes become positions of these two flags + how many times exist.
* ""auto-tips""/tipAt -> editable **""Decides by""**; tip-vs-lock vocabulary unified to one.
* **Float frontend nuked**; the evolved voting board is the only board.
* **Anonymity always on**, clearly communicated on the frontend this iteration.
* Principle: public for momentum (votes), blind for honesty (the who's-in moment).

## Spec

Design spec: `docs/superpowers/specs/2026-06-04-unified-suggest-flow-design.md` (includes the full change inventory: deletions, merges, generalizations, renames, DB reshape + migration, risks, and a foundation-first sequencing).

## Status

Design approved in brainstorm. Spec committed and pending team review before the implementation plan. Large refactor - to be landed on a `feat/*` branch, PR into `dev`, with frontend/backend/shared changes in one PR (trpc type-chain coupling).","Done",,"High",,,"gonglx8@gmail.com","gonglx8@gmail.com","",,,,,"Thu Jun 04 2026 12:54:47 GMT+0000 (GMT+00:00)","Fri Jun 05 2026 11:54:02 GMT+0000 (GMT+00:00)","Thu Jun 04 2026 12:54:47 GMT+0000 (GMT+00:00)",,"Fri Jun 05 2026 11:54:02 GMT+0000 (GMT+00:00)",,,,,"",,,,"9411a5c4-2769-472e-a704-ee3d3457b946",14365,"DRP-29, DRP-30, DRP-42",,
"DRP-42","DRP_02","Redo: start a meetup from a previous one","Kill re-creation friction for groups that meet regularly (the ""weekly DnD"" case). Let a creator start a new plan FROM a past one instead of rebuilding it.

## Scope (wizard-only + one read query)

* After group selection in `CreateWizard`, insert a conditional **source** step: **Start fresh** vs **Use a previous meetup** (pickable list).
* Shown ONLY if the chosen group has >= 1 past (cleared) meetup; otherwise skipped, wizard unchanged.
* Picking a previous meetup pre-fills **activities, lock settings (lockTimes/lockThings), location, notes**. NOT the time (always stale, left blank) and NOT title (server resolves from winning activity as today). No RSVP/roster carry-over.
* Both choices flow through the normal steps; the clone reuses the existing `events.create` mutation (no new create path).
* One new read-only procedure: `events.pastForGroup({ groupId })` returning each cleared plan's clonable shell. Member-scoped, no creator identity, no RSVP data.

## Explicitly deferred / non-goals

* Automated recurring meetups (a self-spawning series). Redo covers the weekly case in a few taps; no scheduler exists by design.
* Roster / RSVP carry-over (each redo is a fresh honest round).
* Per-group history surface or dashboard ""redo"" buttons (redo lives only in the wizard).

## Design spec

`docs/superpowers/specs/2026-06-04-redo-from-previous-meetup-design.md` (commit 7fa03c4).

Builds on the unified suggest flow ([DRP-41](https://linear.app/drp-02/issue/DRP-41/unified-suggest-a-hangout-flow-merge-floatflexibleconcrete-into-one)).

## Sequencing

1. `@bethere/shared`: add the `PastForGroup` output schema.
2. `apps/api`: add `events.pastForGroup` + tests.
3. `apps/mobile`: conditional source step + pre-fill wiring in `CreateWizard` + tests.

All land together on `dev` (tRPC type chain couples them).","Done",,"Medium",,,"gonglx8@gmail.com","gonglx8@gmail.com","",,,,,"Thu Jun 04 2026 16:45:32 GMT+0000 (GMT+00:00)","Fri Jun 05 2026 12:10:32 GMT+0000 (GMT+00:00)","Thu Jun 04 2026 16:45:32 GMT+0000 (GMT+00:00)",,"Fri Jun 05 2026 11:54:06 GMT+0000 (GMT+00:00)",,,,,"",,,,"16fbcbc1-2c3f-4401-a84d-b40c64501522",14365,"DRP-41, DRP-47",,
"DRP-43","DRP_02","UX fixes: create-flow lock placement, editable meetups, typography, countdown","Five UX complaints against the unified suggest flow, addressed as one cohesive pass. Design spec: `docs/superpowers/specs/2026-06-04-ux-fixes-design.md`.

1. **Create flow** - move both lock toggles off the bloated ""A few options"" step onto the Times and Activities steps they govern; add an optional Title field at create (still auto-derived if blank).
2. **Editable meetups** - any group member can edit title/location/notes after creation, before the plan clears. Concurrency-safe via per-field compare-and-set (CAS): no lost updates, no false conflicts, no schema migration. Inline edit bottom sheet on EventDetail.
3. **Typography** - remove SpaceMono everywhere (e.g. ""4 on the table""); map to Archivo display / Inter bold with tabular-nums.
4. **Countdown** - delete the green DrainBar; replace with a prominent plain-language ""Voting closes in 2 days"" / ""RSVP closes in 5 hours"" line, urgency via pink text under 1 hour.

Out of scope: realtime sync, editing votes/responses, structural edits (times/activities/locks/deadlines), edit attribution.","Done",,"High",,,"gonglx8@gmail.com",,"",,,,,"Thu Jun 04 2026 17:30:59 GMT+0000 (GMT+00:00)","Thu Jun 04 2026 17:52:31 GMT+0000 (GMT+00:00)","Thu Jun 04 2026 17:30:59 GMT+0000 (GMT+00:00)",,"Thu Jun 04 2026 17:52:31 GMT+0000 (GMT+00:00)",,,,,"",,,,"7e2e6280-c57f-4f81-83a3-14e069c16cbc",15447,,,
